state,yearMonth,CO2,SO2,NOx
UT,2005-05,3191428,4714320,10061320
UT,2005-06,3302218,5118392,10697664
UT,2005-07,3641522,5851646,11943452
UT,2005-08,3420866,6161147,11223843
UT,2005-09,3160589,5818927,10816574
UT,2005-10,3207227,6377493,11164844
UT,2005-11,3246220,6022798,11371928
UT,2005-12,3553786,6489324,12408222
UT,2006-01,3585036,6074352,12780483
UT,2006-02,3214553,7070401,11495556
UT,2006-03,3433040,6173219,12227874
UT,2006-04,2462017,5230492,8886661
UT,2006-05,3078002,6140540,11011755
UT,2006-06,3527884,6530492,12199495
UT,2006-07,3644843,8610988,12457455
UT,2006-08,3670921,9461078,12536163
UT,2006-09,3413008,5707723,11524279
UT,2006-10,3406665,3658665,11734360
UT,2006-11,3364380,4500401,11507663
UT,2006-12,3727051,4087777,12507457
UT,2007-01,3745784,4455549,12549538
UT,2007-02,3367241,3796713,11314940
UT,2007-03,3523016,3806053,12199833
UT,2007-04,2583065,3807564,8391928
UT,2007-05,3182096,3652634,10376314
UT,2007-06,3390564,3574729,10873991
UT,2007-07,3830526,3746542,12495583
UT,2007-08,3844075,3626494,12497577
UT,2007-09,3784155,3893158,12417369
UT,2007-10,3742716,4633580,12616480
UT,2007-11,3392603,3730567,10749228
UT,2007-12,3796534,4402203,12379314
UT,2008-01,3701343,4564546,12343641
UT,2008-02,3265866,3670381,10585958
UT,2008-03,3494772,2844658,11436378
UT,2008-04,2953063,2570904,9333855
UT,2008-05,3415764,3463904,11586451
UT,2008-06,3309259,3111502,10974137
UT,2008-07,3746073,3668612,12370114
UT,2008-08,3686211,3573409,11962429
UT,2008-09,3634133,3599013,12048995
UT,2008-10,3539685,3678501,11614177
UT,2008-11,3497019,3576223,11251966
UT,2008-12,3662442,4058475,11848145
UT,2009-01,3670629,3996356,11720934
UT,2009-02,3084234,3339075,9929052
UT,2009-03,3089645,3057806,9581715
UT,2009-04,2652286,2984484,8162567
UT,2009-05,3193045,3590941,10506147
UT,2009-06,2813816,2945441,9007528
UT,2009-07,3360499,3431249,10778863
UT,2009-08,3398590,3321989,10914314
UT,2009-09,3217373,3496973,10120382
UT,2009-10,3207478,3578162,10388655
UT,2009-11,3322108,3431913,10961593
UT,2009-12,3621318,3780649,12063699
UT,2010-01,3534439,3808425,11804058
UT,2010-02,3009690,3450375,10091916
UT,2010-03,3103482,3544605,10418438
UT,2010-04,3171855,3842074,11199792
UT,2010-05,3300422,4066594,11053035
UT,2010-06,3122392,3783554,10367646
UT,2010-07,3381092,3919779,11175952
UT,2010-08,3413706,3727671,11126458
UT,2010-09,3015950,3576318,10180061
UT,2010-10,2580533,3146556,8339314
UT,2010-11,2263583,2667608,7171450
UT,2010-12,3094886,3669049,9901084
UT,2011-01,3293603,3993982,10596874
UT,2011-02,2778192,3613139,9068262
UT,2011-03,2465270,3179173,7540262
UT,2011-04,2351294,3076495,6989638
UT,2011-05,2934893,3463643,8553046
UT,2011-06,2886334,3359006,8956150
UT,2011-07,3196751,3579706,9931538
UT,2011-08,3481149,3713080,11022156
UT,2011-09,3140346,3586143,9874431
UT,2011-10,3207045,3681364,10516123
UT,2011-11,2750161,3599430,9200938
UT,2011-12,3050758,3267032,9606122
UT,2012-01,2677256,3091518,7684780
UT,2012-02,2625467,3063180,7628616
UT,2012-03,2378465,2893972,6493628
UT,2012-04,2424090,2818595,6566513
UT,2012-05,2380072,2587518,6015041
UT,2012-06,2857054,3313133,7854986
UT,2012-07,3190491,3582502,8942180
UT,2012-08,3291937,3925667,9544758
UT,2012-09,3084893,4154259,9086573
UT,2012-10,3181973,3877918,9993524
UT,2012-11,2892148,3348211,9208341
UT,2012-12,2980232,3472855,8898770
UT,2013-01,3198963,3736396,9674952
UT,2013-02,2831634,2976080,8676747
UT,2013-03,3044218,3878296,9285721
UT,2013-04,2420138,3218729,6843468
UT,2013-05,3059766,3669441,10174622
UT,2013-06,3128653,3412753,10011289
UT,2013-07,3393394,3697076,10225870
UT,2013-08,3350325,3630240,9922224
UT,2013-09,3230788,3454327,9617395
UT,2013-10,3390253,3539652,10320553
UT,2013-11,3166929,3332264,9134677
UT,2013-12,3522795,3747589,10657451
UT,2014-01,3482728,4157372,10755435
UT,2014-02,2871434,3240880,8551565
UT,2014-03,2754607,3041405,7810971
UT,2014-04,2186741,2735640,5722602
UT,2014-05,2823024,3431771,7759599
UT,2014-06,3353463,3612884,9037773
UT,2014-07,3551810,3972257,9831768
UT,2014-08,3562953,4053239,9774527
UT,2014-09,3202232,3599762,8884681
UT,2014-10,2988903,3456244,8454392
UT,2014-11,3232379,3592812,9178714
UT,2014-12,3358605,3983553,9792256
UT,2015-01,3398161,4208579,9900928
UT,2015-02,2885477,3530466,8378306
UT,2015-03,2849590,3473912,7980949
UT,2015-04,2400027,2346777,6090559
UT,2015-05,2960053,2031023,7416437
UT,2015-06,3113331,2156821,7918285
UT,2015-07,3166430,2055851,8089548
UT,2015-08,3294832,1997805,8368408
UT,2015-09,3038427,1901830,7806249
UT,2015-10,2786900,1697015,7404157
UT,2015-11,2758711,1703243,6986061
UT,2015-12,3133080,2185069,7778474
UT,2016-01,3010150,1934064,7330901
UT,2016-02,2411054,1430073,5462213
UT,2016-03,1832003,986482,3785273
UT,2016-04,1615644,916467,3115203
UT,2016-05,1823870,1002119,3326233
UT,2016-06,2581495,1623523,5111135
UT,2016-07,2898043,1860626,6101909
UT,2016-08,2959306,1966790,6240198
UT,2016-09,2582314,1727536,5129940
UT,2016-10,2694011,1915488,5429395
UT,2016-11,2514283,1818306,5246181
UT,2016-12,2998308,2162894,6514917
UT,2017-01,3000439,2003095,6388013
UT,2017-02,2177300,1359346,4448300
UT,2017-03,1699181,1171797,3475754
UT,2017-04,1554929,1055396,3161359
UT,2017-05,2177011,1544663,4398211
UT,2017-06,2375820,1651467,4855124
UT,2017-07,1498141,989294,3098720
UT,2017-08,1467852,861244,2963280
UT,2017-09,1298380,791880,2734346
UT,2017-10,1334661,907129,3000763
UT,2017-11,1311445,817844,2857984
UT,2017-12,1408290,848817,2967815
UT,2018-01,1308949,771502,2688658
UT,2018-02,1097048,636132,2233914
UT,2018-03,1013954,580034,2001544
NV,2001-01,1978116,8669169,7793226
NV,2001-02,1936492,8284854,7123661
NV,2001-03,1893989,8371129,7024953
NV,2001-04,1310081,5689349,5576267
NV,2001-05,1986388,10056380,7530647
NV,2001-06,2063302,10427646,7879891
NV,2001-07,2138265,9800158,7940163
NV,2001-08,2253600,10721897,8133309
NV,2001-09,1932893,9257922,6779362
NV,2001-10,2149287,9697212,7692611
NV,2001-11,1965381,10217765,7437066
NV,2001-12,1912330,8178066,7612513
NV,2002-01,2127308,8840871,8378691
NV,2002-02,1896195,7841006,7133565
NV,2002-03,1920771,7383853,7065122
NV,2002-04,1370904,4546876,5627698
NV,2002-05,2000483,8884146,7666634
NV,2002-06,2058349,9318031,7847864
NV,2002-07,2287017,10137863,8436313
NV,2002-08,2114319,8483294,8009173
NV,2002-09,2025906,8190143,7479579
NV,2002-10,1939244,7388317,7238962
NV,2002-11,1901050,7938317,7193071
NV,2002-12,2147668,9520727,7665429
NV,2003-01,2087167,9596832,7778284
NV,2003-02,1595765,7320564,6175889
NV,2003-03,1727590,11428958,6525587
NV,2003-04,1416249,4454389,4498596
NV,2003-05,1247331,3606493,4759076
NV,2003-06,2122027,9191465,7387303
NV,2003-07,2387574,8890235,7512012
NV,2003-08,2156689,8353738,7140490
NV,2003-09,2098540,8656910,7333099
NV,2003-10,2180098,8230139,7459088
NV,2003-11,2127891,9609586,7431623
NV,2003-12,2146165,10086941,7758500
NV,2004-01,1843146,6997957,6099364
NV,2004-02,1900635,6889116,6487930
NV,2004-03,1987677,9161447,7050213
NV,2004-04,1470669,5235513,4577370
NV,2004-05,2117238,9728345,7108233
NV,2004-06,2384159,10062171,7619773
NV,2004-07,2339202,7711060,7030982
NV,2004-08,2706247,11262656,8622826
NV,2004-09,2519317,10824197,8216482
NV,2004-10,2351413,10566861,7222032
NV,2004-11,2589879,11498359,8177981
NV,2004-12,2297199,9184019,7347184
NV,2005-01,2404630,10100303,7665635
NV,2005-02,2007139,7050046,6072381
NV,2005-03,2173951,9381064,7135829
NV,2005-04,1606545,5400590,5014923
NV,2005-05,2064431,8822639,6999561
NV,2005-06,2369507,9700805,7699980
NV,2005-07,2593932,9718966,7955746
NV,2005-08,2642774,10802028,8069668
NV,2005-09,2391620,8603941,7180313
NV,2005-10,2409754,9260291,7639740
NV,2005-11,2259632,8542740,7081400
NV,2005-12,2462150,9296533,7969669
NV,2006-01,1435126,2004837,3782766
NV,2006-02,1339051,1796104,3324603
NV,2006-03,1268055,1593000,3025795
NV,2006-04,1008646,441694,2230421
NV,2006-05,1167287,606370,2689604
NV,2006-06,1489286,1036366,2946033
NV,2006-07,1753202,1789708,3330228
NV,2006-08,1873589,1761169,3857144
NV,2006-09,1650759,1965456,3494407
NV,2006-10,1485201,1878437,3574823
NV,2006-11,1426634,1826021,3920774
NV,2006-12,1510400,1769338,3792890
NV,2007-01,1513188,1077384,3286905
NV,2007-02,1385781,1500221,2782653
NV,2007-03,1461425,1917632,3032851
NV,2007-04,986890,1068556,1738852
NV,2007-05,1191471,1394284,2240845
NV,2007-06,1498903,1440047,3023618
NV,2007-07,1794533,1520291,3690465
NV,2007-08,1727963,1704795,3729644
NV,2007-09,1570505,1557761,3423964
NV,2007-10,1365948,1261743,3406899
NV,2007-11,1259002,1206954,3286495
NV,2007-12,1303022,1433104,3164507
NV,2008-01,1416994,1455902,3223476
NV,2008-02,1323018,1383012,3161138
NV,2008-03,1343769,4133082,2888007
NV,2008-04,1137602,720115,2102411
NV,2008-05,1261230,1157536,2270944
NV,2008-06,1421282,1222828,2386776
NV,2008-07,1914492,1464649,3036810
NV,2008-08,1959471,1568097,3332470
NV,2008-09,1730627,1384793,2869650
NV,2008-10,1475315,845857,2182926
NV,2008-11,1468695,1398964,2328819
NV,2008-12,1758939,1988269,2828314
NV,2009-01,1671019,1607821,2612360
NV,2009-02,1471964,1308567,2192150
NV,2009-03,1519628,1738318,1980714
NV,2009-04,1213735,952753,1638113
NV,2009-05,1519580,1068355,1874610
NV,2009-06,1441618,1013035,1668406
NV,2009-07,1895513,1376232,2498733
NV,2009-08,1818939,1183254,2219608
NV,2009-09,1553465,1251689,1616607
NV,2009-10,1410862,1343997,1909269
NV,2009-11,1484137,1422128,2145797
NV,2009-12,1679043,1560957,2671488
NV,2010-01,1604626,1321261,2267174
NV,2010-02,1451471,1353405,2127268
NV,2010-03,1375689,1383381,1901397
NV,2010-04,1298954,1223684,1518863
NV,2010-05,1209359,855344,1378528
NV,2010-06,1374798,970945,1481157
NV,2010-07,1920997,1702023,2419160
NV,2010-08,1711891,1609271,2182339
NV,2010-09,1509711,1454175,1807746
NV,2010-10,1278996,1211050,1539033
NV,2010-11,1129871,1165279,1173972
NV,2010-12,1323710,1533796,1826421
NV,2011-01,1153903,911619,1442241
NV,2011-02,1002284,970330,1117092
NV,2011-03,900893,609948,605634
NV,2011-04,845632,238223,506920
NV,2011-05,1036561,445044,940278
NV,2011-06,1303638,705668,1232493
NV,2011-07,1732288,1427360,1839673
NV,2011-08,1680762,925006,1721076
NV,2011-09,1483486,1286935,1507571
NV,2011-10,1313234,749278,1261590
NV,2011-11,1185005,1226009,1699439
NV,2011-12,1292299,1058770,1324630
NV,2012-01,1096154,377151,888798
NV,2012-02,859580,211494,463813
NV,2012-03,876135,209576,423305
NV,2012-04,770394,197925,379375
NV,2012-05,989510,528980,514993
NV,2012-06,1076269,314888,589119
NV,2012-07,1688069,1301570,1632337
NV,2012-08,1787283,1423498,1712157
NV,2012-09,1565085,996348,1424508
NV,2012-10,1430942,1074527,1287181
NV,2012-11,1244920,1399559,1247322
NV,2012-12,1348506,1353253,1105962
NV,2013-01,1388004,1534586,1317490
NV,2013-02,1170105,1213865,991714
NV,2013-03,1119717,1090920,1142620
NV,2013-04,933625,1147355,1107116
NV,2013-05,1122756,1154255,1155585
NV,2013-06,1573372,1518717,1693646
NV,2013-07,1841563,1431534,1880842
NV,2013-08,1718043,1940988,1860363
NV,2013-09,1326794,911632,1315623
NV,2013-10,1112930,775374,776787
NV,2013-11,1082201,1348837,949326
NV,2013-12,1407563,1404885,1605048
NV,2014-01,1347943,2148624,1872664
NV,2014-02,1354538,2773959,1891900
NV,2014-03,1109409,2086299,1483898
NV,2014-04,1123220,1758076,1670653
NV,2014-05,1238186,1711902,1860319
NV,2014-06,1484465,1747760,2004008
NV,2014-07,1866427,1921163,2325101
NV,2014-08,1711312,1539854,1904472
NV,2014-09,1465773,1563407,1314994
NV,2014-10,1374140,1550196,1311430
NV,2014-11,1159544,999745,1191650
NV,2014-12,1093983,1425286,785090
NV,2015-01,960407,1094875,558906
NV,2015-02,923238,845544,413557
NV,2015-03,956726,784787,478366
NV,2015-04,1002943,858628,458070
NV,2015-05,936402,84616,253916
NV,2015-06,1451475,672317,836913
NV,2015-07,1624126,1361449,1395650
NV,2015-08,1799770,1319782,1474288
NV,2015-09,1443192,1062830,847368
NV,2015-10,1250516,1046047,768951
NV,2015-11,1041351,787149,576504
NV,2015-12,1223443,764313,598392
NV,2016-01,1182071,754897,534195
NV,2016-02,991623,724729,502009
NV,2016-03,977255,238473,315605
NV,2016-04,917872,113017,386151
NV,2016-05,1027486,26887,281215
NV,2016-06,1367742,400834,731644
NV,2016-07,1682618,1241295,1377342
NV,2016-08,1704368,1245526,1398388
NV,2016-09,1230483,426457,760742
NV,2016-10,981701,144954,459436
NV,2016-11,942122,27100,201861
NV,2016-12,979777,25846,274333
NV,2017-01,1169772,173701,642983
NV,2017-02,935720,167020,487549
NV,2017-03,904718,79709,382257
NV,2017-04,726953,25249,236895
NV,2017-05,830391,47571,246281
NV,2017-06,1269991,414741,728654
NV,2017-07,810161,601480,640826
NV,2017-08,774641,468160,582279
NV,2017-09,597299,378762,375668
NV,2017-10,501700,16524,96200
NV,2017-11,429938,20969,93828
NV,2017-12,452330,18383,108448
NV,2018-01,447186,18942,118579
NV,2018-02,396139,15814,109785
NV,2018-03,441626,24960,141284
AZ,2001-01,4203215,12990160,16519048
AZ,2001-02,3731702,11669086,15222593
AZ,2001-03,3634793,12088041,15010102
AZ,2001-04,4433517,12751811,18023827
AZ,2001-05,4540148,12841244,17361037
AZ,2001-06,4289415,12584553,15893390
AZ,2001-07,4622170,12876031,16163447
AZ,2001-08,4632166,12527854,16310527
AZ,2001-09,4133335,11936407,14669629
AZ,2001-10,4530492,12518722,15368432
AZ,2001-11,3974898,10968063,13005376
AZ,2001-12,4008399,10902900,12785491
AZ,2002-01,4040793,11466087,13485448
AZ,2002-02,3468139,10084159,11298232
AZ,2002-03,3952129,9912973,13629455
AZ,2002-04,3906932,11383919,13282872
AZ,2002-05,4152671,11726725,14611257
AZ,2002-06,4176899,11597089,14457736
AZ,2002-07,4687231,12265473,14903305
AZ,2002-08,4868769,13361812,15247309
AZ,2002-09,4674292,12635035,15361747
AZ,2002-10,4315404,11203199,13863771
AZ,2002-11,4515828,12338904,14722294
AZ,2002-12,4742064,13410017,15012515
AZ,2003-01,4183239,13175414,14172776
AZ,2003-02,3619136,10871199,11980752
AZ,2003-03,3610861,10206629,11158520
AZ,2003-04,3665353,11035790,12133922
AZ,2003-05,4006500,11477722,13095767
AZ,2003-06,4520743,11831181,13983705
AZ,2003-07,5716320,13771589,16165721
AZ,2003-08,5551725,12033360,15395619
AZ,2003-09,5128429,11246307,14936262
AZ,2003-10,4791743,10719053,13970361
AZ,2003-11,4469315,10478807,13411871
AZ,2003-12,4726345,11945619,14808790
AZ,2004-01,4842710,11364128,14927843
AZ,2004-02,4108822,10016569,11562067
AZ,2004-03,4375728,11023085,12393043
AZ,2004-04,4305795,9077689,12355853
AZ,2004-05,4714609,8838242,13746020
AZ,2004-06,5208256,11385960,14997570
AZ,2004-07,5560178,11425843,15450293
AZ,2004-08,5481749,10832526,15248610
AZ,2004-09,4989276,9417519,14159102
AZ,2004-10,4593363,8838476,13670003
AZ,2004-11,4222954,7850132,12986706
AZ,2004-12,4843246,10677172,14666533
AZ,2005-01,4597550,10550092,14224519
AZ,2005-02,3472226,8231573,10310090
AZ,2005-03,3712870,8761608,11465128
AZ,2005-04,4489473,9284799,12677434
AZ,2005-05,4917103,9013569,13999229
AZ,2005-06,5034013,8786900,14105055
AZ,2005-07,6102366,9386108,15564341
AZ,2005-08,5859708,8893838,15130513
AZ,2005-09,5151804,8401055,13301419
AZ,2005-10,5170954,8366099,13542939
AZ,2005-11,4705518,7917049,13001717
AZ,2005-12,5065345,7934582,14256920
AZ,2006-01,4780389,7737447,13106906
AZ,2006-02,4111813,7561532,11601360
AZ,2006-03,4528860,7773373,12896195
AZ,2006-04,4321691,5330606,12327626
AZ,2006-05,4830993,6583830,13348514
AZ,2006-06,5359551,7556329,13632104
AZ,2006-07,6150626,8920632,15398791
AZ,2006-08,6148720,9507834,14498986
AZ,2006-09,5838318,9457909,13999761
AZ,2006-10,5612161,10331183,13438721
AZ,2006-11,4921271,8761595,13459695
AZ,2006-12,4826400,8801592,12686060
AZ,2007-01,4949677,8588242,13041909
AZ,2007-02,4446033,9109011,11482326
AZ,2007-03,4895397,9526678,14422831
AZ,2007-04,4817484,9681258,13533204
AZ,2007-05,5666242,10283990,15117954
AZ,2007-06,6132332,10205837,15283324
AZ,2007-07,6454656,9729206,15382406
AZ,2007-08,6689869,10125254,16235148
AZ,2007-09,5738691,8094987,13814434
AZ,2007-10,5359424,8989901,13110415
AZ,2007-11,5424242,9040858,13460089
AZ,2007-12,5793410,9596261,13977804
AZ,2008-01,5733774,9733743,14234005
AZ,2008-02,4594136,8573687,10574915
AZ,2008-03,4888820,9457954,12954212
AZ,2008-04,5117066,8303844,12500792
AZ,2008-05,5083940,7337592,12643803
AZ,2008-06,5885049,7242472,14003589
AZ,2008-07,6476935,7745281,14467508
AZ,2008-08,6641185,7476954,14494160
AZ,2008-09,6116753,7270133,13931847
AZ,2008-10,5804677,7813459,14121792
AZ,2008-11,4908765,7545806,11725519
AZ,2008-12,5042364,7730577,11398665
AZ,2009-01,4798712,7907085,12848919
AZ,2009-02,4150541,7552007,10114605
AZ,2009-03,3960112,6751843,10001776
AZ,2009-04,3807121,4046874,8475508
AZ,2009-05,5089524,4894025,10826275
AZ,2009-06,5008426,5518438,10838867
AZ,2009-07,6334367,5884714,12724259
AZ,2009-08,6383117,5921009,12252676
AZ,2009-09,5667448,5199488,10901613
AZ,2009-10,5134501,6087315,10260874
AZ,2009-11,4661962,5459710,10061465
AZ,2009-12,5399226,6737078,11909330
AZ,2010-01,4985050,6964217,11278966
AZ,2010-02,3913320,6227741,8469482
AZ,2010-03,4369606,5737964,8845369
AZ,2010-04,4210655,4944433,8290062
AZ,2010-05,4826930,6255134,10447241
AZ,2010-06,5355715,6419740,10500098
AZ,2010-07,6211587,6593430,10996303
AZ,2010-08,6205360,6079398,11106151
AZ,2010-09,5785904,6627245,10406479
AZ,2010-10,5152779,5723838,9912667
AZ,2010-11,4757559,5556119,10345630
AZ,2010-12,4953196,5765207,10448393
AZ,2011-01,4973485,6577606,10777515
AZ,2011-02,4014736,6100223,8153630
AZ,2011-03,3836997,6455882,8032722
AZ,2011-04,3987805,4843623,7593919
AZ,2011-05,4156316,4802664,8243331
AZ,2011-06,5061022,5389840,9200418
AZ,2011-07,5881368,5637807,10139239
AZ,2011-08,6464402,5944807,10863629
AZ,2011-09,5589447,5403848,10034364
AZ,2011-10,5129399,4493425,9355718
AZ,2011-11,4801993,4647680,9149627
AZ,2011-12,4793898,4562730,9361361
AZ,2012-01,4931585,4143871,8843839
AZ,2012-02,4297188,3311006,7109424
AZ,2012-03,4138173,2790227,6901415
AZ,2012-04,4161558,2299815,6901860
AZ,2012-05,4638195,2946160,7495884
AZ,2012-06,5255678,2848278,8033654
AZ,2012-07,5692098,3651277,8908802
AZ,2012-08,6179157,3201776,9455547
AZ,2012-09,5262872,3317967,8536205
AZ,2012-10,5209847,3549150,8401350
AZ,2012-11,4140197,3817754,7396917
AZ,2012-12,4453108,4177060,8290509
AZ,2013-01,4804606,4144347,8536898
AZ,2013-02,3616160,3700447,6437461
AZ,2013-03,4085960,3534203,7456271
AZ,2013-04,4609448,3998269,8322384
AZ,2013-05,4940088,4416556,9104488
AZ,2013-06,5767242,3926260,9346506
AZ,2013-07,6460562,4212189,9743152
AZ,2013-08,6466525,4225902,9817906
AZ,2013-09,5796400,4162562,9100830
AZ,2013-10,5004227,3890239,8833588
AZ,2013-11,4473377,3338888,7659137
AZ,2013-12,5366908,3833884,9149552
AZ,2014-01,5012197,3456558,9079458
AZ,2014-02,3933397,3792561,7178977
AZ,2014-03,4065562,3703247,7323943
AZ,2014-04,3957728,3390275,6660764
AZ,2014-05,4682479,3509966,7397417
AZ,2014-06,5520894,3962047,8351659
AZ,2014-07,6538388,4382757,9464088
AZ,2014-08,6378361,4091720,9134432
AZ,2014-09,5996576,4090489,8963630
AZ,2014-10,5270705,3553267,8340413
AZ,2014-11,4474153,3537497,7402530
AZ,2014-12,4497461,3658601,7526775
AZ,2015-01,4271323,3493838,6779071
AZ,2015-02,3112093,2195224,4635568
AZ,2015-03,3743688,2876936,6012364
AZ,2015-04,3709908,2333208,5134617
AZ,2015-05,4501435,2913636,6934458
AZ,2015-06,5681923,2879457,7673190
AZ,2015-07,6365821,3702399,8566885
AZ,2015-08,6343390,3553047,8587390
AZ,2015-09,5628836,3321132,7460536
AZ,2015-10,5134653,2939084,6807155
AZ,2015-11,4027823,2324221,5261360
AZ,2015-12,4288158,2710996,5897239
AZ,2016-01,4040065,2650057,5462684
AZ,2016-02,3047916,1783233,4040829
AZ,2016-03,2762863,1384862,3584766
AZ,2016-04,3065550,1385129,3929227
AZ,2016-05,3873194,1823945,4760846
AZ,2016-06,5051355,2245198,6076575
AZ,2016-07,5806624,2540177,7231605
AZ,2016-08,5891113,2836731,7411622
AZ,2016-09,5152136,2619805,6386976
AZ,2016-10,4579195,2275698,6438923
AZ,2016-11,3291055,1894761,4615411
AZ,2016-12,4046779,2368304,6437764
AZ,2017-01,3866663,2391406,6080971
AZ,2017-02,3188902,2071275,4839038
AZ,2017-03,2889701,1652289,3921148
AZ,2017-04,2976380,1360040,4063839
AZ,2017-05,3796004,1628197,5244825
AZ,2017-06,4718158,1744015,5937095
AZ,2017-07,2925272,1388220,3626784
AZ,2017-08,2751708,1406063,3473834
AZ,2017-09,2432297,1345081,3074198
AZ,2017-10,2200951,1247576,3125849
AZ,2017-11,2013106,1313477,2917330
AZ,2017-12,1905069,1235634,2352292
AZ,2018-01,1933168,1429840,2598214
AZ,2018-02,1714381,1265868,2365338
AZ,2018-03,1700480,1354970,2303587
NM,2001-01,3201005,12901399,15305744
NM,2001-02,2862653,11334561,13639249
NM,2001-03,2687225,9741070,12296599
NM,2001-04,2592293,8463105,11876562
NM,2001-05,3260312,11975941,14870045
NM,2001-06,3195245,10660886,14896503
NM,2001-07,3477191,11617351,15845705
NM,2001-08,3013545,10344093,13982371
NM,2001-09,2824750,9887856,12877539
NM,2001-10,2953746,10495126,13928660
NM,2001-11,2675460,8055693,12750197
NM,2001-12,3073330,8911542,14411826
NM,2002-01,2596093,7626657,12271063
NM,2002-02,2328420,6858694,10978878
NM,2002-03,2751066,8744547,13115226
NM,2002-04,2788996,8361120,12700632
NM,2002-05,2930033,8261106,13272750
NM,2002-06,3071171,9113463,14281767
NM,2002-07,3071707,9691969,14242492
NM,2002-08,3061971,9355370,14103735
NM,2002-09,2824916,8477316,13693711
NM,2002-10,2763534,9146263,13543660
NM,2002-11,2605129,8608072,12408147
NM,2002-12,2584673,7383442,12112595
NM,2003-01,2896499,8838508,13263020
NM,2003-02,2466427,7917600,11752653
NM,2003-03,2653092,8763153,12694818
NM,2003-04,2674915,8518202,12826542
NM,2003-05,2869464,9157796,13466478
NM,2003-06,2883970,8948414,13423451
NM,2003-07,3127607,9164658,14766859
NM,2003-08,3149227,9157781,14972885
NM,2003-09,2419497,7231939,11398079
NM,2003-10,2419768,7522085,11655745
NM,2003-11,2362564,7468560,11369210
NM,2003-12,2750797,8986432,12828639
