state,yearMonth,CO2,SO2,NOx
NM,2004-01,2598035,8083593,11870461
NM,2004-02,2290485,6851840,10531067
NM,2004-03,2334642,6224101,10739105
NM,2004-04,2229980,6218723,10273423
NM,2004-05,2811838,7434898,12615768
NM,2004-06,2968079,7239182,13577839
NM,2004-07,3012147,6779507,13702834
NM,2004-08,3038241,5909415,14050693
NM,2004-09,2755224,4881064,12642164
NM,2004-10,2756458,5329426,12912979
NM,2004-11,2765085,5849653,12450657
NM,2004-12,2859622,5912727,12997957
NM,2005-01,2795065,5691591,12699623
NM,2005-02,2739073,5934139,12056490
NM,2005-03,2664165,5999759,11366146
NM,2005-04,2467092,4675316,11157098
NM,2005-05,2645664,4805192,11821730
NM,2005-06,2963037,4629568,13254326
NM,2005-07,2965051,4623155,13127371
NM,2005-08,3095292,4861188,13843341
NM,2005-09,2960854,4797412,13400846
NM,2005-10,3004694,4995699,13593906
NM,2005-11,2636711,4859152,11949536
NM,2005-12,2778329,5176991,12598049
NM,2006-01,2950566,5192154,13301781
NM,2006-02,2306042,4439009,10766673
NM,2006-03,2728028,4905969,12531177
NM,2006-04,2483217,3890297,11554225
NM,2006-05,2910653,4150435,13151753
NM,2006-06,2827784,4631609,12739530
NM,2006-07,3356100,4621352,14929419
NM,2006-08,3365662,5569106,15048229
NM,2006-09,2877025,7998669,13274160
NM,2006-10,2854087,4758543,13195620
NM,2006-11,2724992,5318923,12637905
NM,2006-12,2998306,6836879,13408267
NM,2007-01,2961247,6365762,13213651
NM,2007-02,2358129,4062054,10531417
NM,2007-03,2479141,4346594,11193303
NM,2007-04,2305196,4252856,10271247
NM,2007-05,2466033,3922487,10870106
NM,2007-06,2602840,3726150,11140250
NM,2007-07,3159418,4469740,13786208
NM,2007-08,3134769,5201952,13529657
NM,2007-09,2885440,3865908,12885506
NM,2007-10,2774154,3515576,12507817
NM,2007-11,2611269,4627053,11895541
NM,2007-12,2551765,4972293,11165048
NM,2008-01,2493914,5169720,10562368
NM,2008-02,2164424,4328511,9718014
NM,2008-03,1949638,5660590,10914082
NM,2008-04,2405864,2688138,9623964
NM,2008-05,2687358,2640931,10966307
NM,2008-06,3079148,3298921,12314233
NM,2008-07,3274524,3767567,13205943
NM,2008-08,3203962,4185946,12982895
NM,2008-09,2698507,3327412,11446860
NM,2008-10,2896120,2933874,11934675
NM,2008-11,2923504,2955739,12012878
NM,2008-12,3168941,3519772,12506679
NM,2009-01,3023692,3534367,11588683
NM,2009-02,2406429,2901058,9070173
NM,2009-03,2654293,3185743,9803631
NM,2009-04,2889513,3020056,10733498
NM,2009-05,3047837,2750532,11330330
NM,2009-06,3087170,3141506,11149880
NM,2009-07,3255758,3096888,11526569
NM,2009-08,3482149,3114852,12712174
NM,2009-09,3004046,2928457,10829749
NM,2009-10,2909181,3247193,10843521
NM,2009-11,3085901,3798388,11665044
NM,2009-12,3194185,3877500,11977441
NM,2010-01,2707468,2654677,9786993
NM,2010-02,2084931,2052385,7670784
NM,2010-03,2213867,2113625,8081986
NM,2010-04,2160905,2422731,7937263
NM,2010-05,2727042,2844375,10301124
NM,2010-06,2945253,2510653,10708042
NM,2010-07,2996276,2671022,10615416
NM,2010-08,3008805,2457451,10430474
NM,2010-09,3243002,2860491,12138437
NM,2010-10,3024917,3362524,11604744
NM,2010-11,2744033,3557257,10949835
NM,2010-12,2812437,3627366,10291881
NM,2011-01,2947157,3842920,10867941
NM,2011-02,2432987,2916669,8891809
NM,2011-03,2887194,3158721,10855244
NM,2011-04,2524717,2729269,9277074
NM,2011-05,2473630,2269463,9315470
NM,2011-06,2952443,2905200,10820300
NM,2011-07,3213640,3083263,11912408
NM,2011-08,3245241,2889899,11666848
NM,2011-09,3168158,2916137,11863599
NM,2011-10,2542104,2867894,9115586
NM,2011-11,2456637,2705413,8454176
NM,2011-12,3058649,3356840,11353852
NM,2012-01,2850603,3275059,10846320
NM,2012-02,2469395,2828475,9228879
NM,2012-03,2183219,2135709,7625862
NM,2012-04,1817445,1679429,5824096
NM,2012-05,2592777,2337033,9003692
NM,2012-06,2977844,2505594,10865662
NM,2012-07,3324311,2905468,11834072
NM,2012-08,3109658,3104470,11072547
NM,2012-09,3274739,3320105,12685248
NM,2012-10,2811103,3460502,12006480
NM,2012-11,2652035,3267909,10736203
NM,2012-12,2937668,3505602,11277005
NM,2013-01,3173592,4110100,12271235
NM,2013-02,2674423,3303490,10414674
NM,2013-03,2855376,3529383,11036371
NM,2013-04,2285603,2712955,8432075
NM,2013-05,2763696,3771891,10370760
NM,2013-06,2997099,3281300,11290628
NM,2013-07,3130949,3596617,11338880
NM,2013-08,2996483,2859075,10554184
NM,2013-09,2729863,2966432,9451828
NM,2013-10,2706135,3311303,10133865
NM,2013-11,2891529,3288902,10906860
NM,2013-12,2363026,2702535,7677187
NM,2014-01,1973966,2116141,6210655
NM,2014-02,2359919,2610861,8509150
NM,2014-03,2382935,2134716,8165012
NM,2014-04,2392930,2397741,8199159
NM,2014-05,2409533,2496548,7673262
NM,2014-06,2428619,2276383,7657284
NM,2014-07,2940671,2584105,9680811
NM,2014-08,2523544,2006879,8232956
NM,2014-09,2441150,2325753,8259505
NM,2014-10,2141804,2020421,7027827
NM,2014-11,2054363,1929312,6764939
NM,2014-12,2790480,2659323,9922847
NM,2015-01,2261102,2018582,7529516
NM,2015-02,2069964,1756069,6986566
NM,2015-03,2145275,2352815,7562582
NM,2015-04,2282819,2436786,8367638
NM,2015-05,2426645,2172253,8500409
NM,2015-06,2557514,2218828,8610533
NM,2015-07,2843852,2578465,9749219
NM,2015-08,2819376,2325996,9132953
NM,2015-09,2417377,2164146,7794011
NM,2015-10,2467077,2363998,9213256
NM,2015-11,2302843,2277622,8169277
NM,2015-12,2423712,1982706,8066027
NM,2016-01,2333829,1777808,7298162
NM,2016-02,1667690,1182401,4809247
NM,2016-03,1669610,921963,4323840
NM,2016-04,1235971,476408,2589194
NM,2016-05,1829108,1215584,4618163
NM,2016-06,2699396,1903742,8489975
NM,2016-07,2754436,1626468,8334936
NM,2016-08,2164125,1088906,5607913
NM,2016-09,1872354,1034171,5054714
NM,2016-10,2684890,1895340,8117188
NM,2016-11,2354902,1665889,7494737
NM,2016-12,2531533,1727100,8149786
NM,2017-01,2519418,2086462,7884044
NM,2017-02,1971228,1497580,5665857
NM,2017-03,2393296,1668161,7150084
NM,2017-04,1925163,1335148,5304720
NM,2017-05,1645352,1319096,4124401
NM,2017-06,2268955,1349985,5974883
NM,2017-07,1280465,777727,3593986
NM,2017-08,1427682,869738,4660131
NM,2017-09,991900,512088,2645330
NM,2017-10,1027748,1228783,2648915
NM,2017-11,999345,580887,2869665
NM,2017-12,893160,432427,2338626
NM,2018-01,652486,306875,1636861
NM,2018-02,512930,193679,925531
NM,2018-03,678928,270112,1618566
CO,2001-01,4057635,16077822,13337627
CO,2001-02,3552266,14792746,11694529
CO,2001-03,3599698,15357154,11864084
CO,2001-04,3448533,15099039,11024769
CO,2001-05,3960142,16357656,12463847
CO,2001-06,3833294,15666182,11801561
CO,2001-07,4072466,16068430,12887784
CO,2001-08,4034180,15649403,12792667
CO,2001-09,3499631,13246806,11054396
CO,2001-10,3285226,11695272,10312476
CO,2001-11,3587304,14950817,11768368
CO,2001-12,3908273,15823371,12456846
CO,2002-01,3911014,16046977,12399754
CO,2002-02,3299469,13663451,10990695
CO,2002-03,3309956,11998241,10980216
CO,2002-04,3344022,13042659,11143445
CO,2002-05,3722690,15076433,12380745
CO,2002-06,3835902,15447017,12699092
CO,2002-07,4171058,15807555,13318724
CO,2002-08,3981353,15956699,12747636
CO,2002-09,3556952,13213292,11175964
CO,2002-10,3779322,14556346,12113882
CO,2002-11,3642211,15378948,12286000
CO,2002-12,3962380,15242006,13091491
CO,2003-01,3853429,12344953,12904730
CO,2003-02,3428861,12271640,11536193
CO,2003-03,3569242,12937240,12154228
CO,2003-04,3472396,11927770,11637381
CO,2003-05,3657222,12503545,11213892
CO,2003-06,3722153,12428425,11596102
CO,2003-07,4426747,14011486,13665951
CO,2003-08,4286709,13203574,13088874
CO,2003-09,3571081,10285983,10988719
CO,2003-10,3656554,11353188,11306431
CO,2003-11,3781483,11535321,11414637
CO,2003-12,4084925,11452389,12197563
CO,2004-01,4015811,10555055,12283389
CO,2004-02,3729815,10858444,11523007
CO,2004-03,3675409,11007460,10859031
CO,2004-04,3327612,8997614,9532254
CO,2004-05,3598390,9532706,10484689
CO,2004-06,3652373,9561632,10907742
CO,2004-07,4169067,10325999,11707788
CO,2004-08,4211920,11550611,12144157
CO,2004-09,3655084,9382363,10178778
CO,2004-10,3611435,9301613,10104177
CO,2004-11,3668790,8844840,9945403
CO,2004-12,4194885,11122185,12146251
CO,2005-01,4057569,11063555,11680299
CO,2005-02,3595987,9342900,10522599
CO,2005-03,4036883,11011205,12553963
CO,2005-04,3623473,8207958,11380284
CO,2005-05,3887456,9470002,11924847
CO,2005-06,3794762,10556734,11545439
CO,2005-07,4226879,10054869,11454662
CO,2005-08,4182469,11079715,12377750
CO,2005-09,3668232,9306696,10619240
CO,2005-10,3344126,8599344,9380085
CO,2005-11,3625596,9344506,10168835
CO,2005-12,4096597,10648604,11662816
CO,2006-01,3825005,9779532,10613910
CO,2006-02,3254259,9205421,8975202
CO,2006-03,3827692,9952067,10662441
CO,2006-04,3553367,9692909,10200381
CO,2006-05,3907238,9826943,11334341
CO,2006-06,4106049,10561150,11324555
CO,2006-07,4412059,11287772,12069893
CO,2006-08,4167332,10246048,11570055
CO,2006-09,3817330,9853889,10925110
CO,2006-10,3700482,8747779,9934730
CO,2006-11,3928247,10451492,10890525
CO,2006-12,4173214,10836094,11651007
CO,2007-01,4245285,11276444,11981209
CO,2007-02,3762823,9634833,10633348
CO,2007-03,3692346,10292189,10729414
CO,2007-04,3570857,9113756,10116453
CO,2007-05,3830789,10420375,11015834
CO,2007-06,4079252,10493318,11345198
CO,2007-07,4499626,12158848,12133588
CO,2007-08,4428756,11364900,11976855
CO,2007-09,3669167,8138305,9732558
CO,2007-10,3727462,8620754,9910079
CO,2007-11,3735724,9072615,10118681
CO,2007-12,4112398,11606779,10995813
CO,2008-01,4157020,10751818,11773495
CO,2008-02,3901981,10197333,10978141
CO,2008-03,3679062,8445458,9483527
CO,2008-04,3201599,8734798,8572359
CO,2008-05,3538344,9200264,9922012
CO,2008-06,3817095,10830040,10712050
CO,2008-07,4360910,11557873,12565307
CO,2008-08,4327978,10298300,11743759
CO,2008-09,3551514,7578603,9621788
CO,2008-10,3446869,7777421,9471177
CO,2008-11,3483427,7939258,9017851
CO,2008-12,4032497,10144024,10761329
CO,2009-01,3750057,8226003,9874965
CO,2009-02,3075700,6595794,7400515
CO,2009-03,3341952,5248672,7650162
CO,2009-04,2881231,4783306,6204807
CO,2009-05,3163056,6252208,7947597
CO,2009-06,3373965,6629180,8005360
CO,2009-07,3977662,7519048,9571663
CO,2009-08,4128088,8243009,10515361
CO,2009-09,3611644,6875621,9612054
CO,2009-10,3717698,9345540,10098456
CO,2009-11,3587074,8650892,9556710
CO,2009-12,4044852,9316981,10508756
CO,2010-01,4011264,8106071,10839884
CO,2010-02,3631114,7144513,9774657
CO,2010-03,3422978,6560147,8337880
CO,2010-04,3237838,7254554,8056040
CO,2010-05,3532151,6387915,8675820
CO,2010-06,3749909,8248577,9118683
CO,2010-07,4337179,7852048,10051285
CO,2010-08,4383970,8971266,10063344
CO,2010-09,3716414,6985673,8602216
CO,2010-10,3400931,6867116,7690082
CO,2010-11,3646713,7806867,8579076
CO,2010-12,4042236,9548597,9963447
CO,2011-01,4132046,8519220,9734641
CO,2011-02,3680983,6896955,8265763
CO,2011-03,3541475,8109535,8361694
CO,2011-04,2821390,4846252,6593224
CO,2011-05,3016257,4920174,6764305
CO,2011-06,3292519,7321835,7525418
CO,2011-07,4151881,8256096,9565731
CO,2011-08,4495907,9357747,10368798
CO,2011-09,3528373,7542416,8588771
CO,2011-10,3400307,7196182,8401247
CO,2011-11,3386573,6351852,8272623
CO,2011-12,3704770,7339174,8345412
CO,2012-01,3548644,7265970,8295984
CO,2012-02,3412102,6828048,7296045
CO,2012-03,3306692,6214600,6931930
CO,2012-04,3011527,5283304,5697221
CO,2012-05,3188542,4837941,6231786
CO,2012-06,3818827,6771002,7397052
CO,2012-07,4425957,8109789,8884113
CO,2012-08,4097871,6714037,8382520
CO,2012-09,3512527,6207057,7108095
CO,2012-10,3608296,6499461,7490444
CO,2012-11,3443143,6800026,7886263
CO,2012-12,3866482,7347727,8144294
CO,2013-01,3921793,7240654,8240875
CO,2013-02,3385761,5671864,7078156
CO,2013-03,3369108,6105993,6858368
CO,2013-04,3324302,6571021,6915433
CO,2013-05,3407603,5118326,6978323
CO,2013-06,3645091,5476505,7802916
CO,2013-07,4134370,7291897,8349684
CO,2013-08,4287682,7708462,8703613
CO,2013-09,3319675,6223224,7284184
CO,2013-10,3204368,6059073,6550163
CO,2013-11,3413677,6437301,7130735
CO,2013-12,3877487,6828292,7777761
CO,2014-01,3893465,6572248,7690824
CO,2014-02,3652329,6496158,7385477
CO,2014-03,3146041,3547991,6492497
CO,2014-04,3035551,3425744,6207183
CO,2014-05,3256090,3218584,6528979
CO,2014-06,3468205,4662232,6711709
CO,2014-07,4323889,6304171,8044909
CO,2014-08,4148988,5155456,7538767
CO,2014-09,3500260,4073149,6682129
CO,2014-10,3235549,2909917,6025559
CO,2014-11,3168017,3206136,5490807
CO,2014-12,3643671,4354043,6630656
CO,2015-01,3738728,4371296,6952640
CO,2015-02,3389703,3798740,6114835
CO,2015-03,3427351,3771280,6071906
CO,2015-04,2907710,3131727,4698636
CO,2015-05,3193600,3779062,5577647
CO,2015-06,3786823,4218574,6477244
CO,2015-07,4056390,4292195,6777880
CO,2015-08,4086886,4303592,7011480
CO,2015-09,3549754,3717632,6118430
CO,2015-10,2936357,3247617,4622497
CO,2015-11,3149101,3154653,4988118
CO,2015-12,3846647,4028362,5933794
CO,2016-01,3645134,3831857,5803439
CO,2016-02,2887643,2809432,4586188
CO,2016-03,2814297,2672832,4540513
CO,2016-04,2711461,2576631,4340664
CO,2016-05,2915298,2792596,4623046
CO,2016-06,3634765,3358591,5213946
CO,2016-07,4109627,3999413,5792872
CO,2016-08,3939224,3952493,5518243
CO,2016-09,3178794,3313819,4568945
CO,2016-10,3043500,2383070,3963412
CO,2016-11,3202506,2826146,4616612
CO,2016-12,3789796,3663485,5444842
CO,2017-01,3735238,3688797,5499338
CO,2017-02,3095905,2935315,4403655
CO,2017-03,3107324,2866245,4091674
CO,2017-04,2564781,1995078,3372221
CO,2017-05,2984999,2701750,4156970
CO,2017-06,3511801,2602232,4592077
CO,2017-07,2021107,1413368,2579899
CO,2017-08,1821879,1233563,2252470
CO,2017-09,1627264,1059696,1961637
CO,2017-10,1444333,947437,1812962
CO,2017-11,1524420,1037189,1734962
CO,2017-12,1655793,1015981,1782407
CO,2018-01,1590063,944324,1498507
CO,2018-02,1444941,785624,1453002
CO,2018-03,1385934,846194,1302293
TX,2001-01,19206927,95340645,55497203
TX,2001-02,15866438,80750997,44675207
TX,2001-03,17408098,87400974,48475382
TX,2001-04,16971588,82697166,49277180
TX,2001-05,19736848,90502108,54654712
TX,2001-06,21847512,97151756,59231482
TX,2001-07,25330993,101377692,68050623
TX,2001-08,25280212,106188100,67918949
TX,2001-09,20118782,91216912,51527718
TX,2001-10,17154474,75975337,41664725
TX,2001-11,16129999,81053851,39225165
TX,2001-12,18156470,93251899,41956032
TX,2002-01,19142413,95003540,44660166
TX,2002-02,17036268,83605834,38426593
TX,2002-03,17233409,84088799,37735261
TX,2002-04,17848793,84445510,39558399
TX,2002-05,20510206,96327906,44070900
TX,2002-06,22960616,103033194,47865560
TX,2002-07,24763086,105406422,50556543
TX,2002-08,25463836,108703470,52739536
TX,2002-09,21879265,97604977,44001271
TX,2002-10,19112733,87434100,36844628
TX,2002-11,17687060,80571798,32838901
TX,2002-12,19573717,98813820,38444553
TX,2003-01,21125310,106141603,41491322
TX,2003-02,18343188,80097022,34784861
TX,2003-03,18023063,73439502,31285123
TX,2003-04,18541926,86159223,29697776
TX,2003-05,22590282,92765156,38092509
TX,2003-06,23608384,103103889,37353255
TX,2003-07,25191481,109475965,41461528
TX,2003-08,25362158,110305606,41798958
TX,2003-09,20939544,105604432,34137262
TX,2003-10,19573369,101395352,32050034
TX,2003-11,18235664,85277342,30332422
TX,2003-12,19074532,101645338,30378362
TX,2004-01,19888211,89371547,32204953
TX,2004-02,18485134,83700379,29237195
TX,2004-03,17260909,72228971,24552920
TX,2004-04,17883867,77345306,26634289
TX,2004-05,21306750,93401100,31220661
TX,2004-06,22248462,92494147,32218395
TX,2004-07,24793161,98965287,35627583
TX,2004-08,24629086,100225975,35333679
TX,2004-09,22507247,92568872,32738598
TX,2004-10,20625274,81448104,30741657
TX,2004-11,17754956,73607712,26713545
TX,2004-12,20814038,93376862,31744190
TX,2005-01,20768685,94905584,31660637
TX,2005-02,17831400,83136819,26263634
TX,2005-03,18234360,83172391,25892010
TX,2005-04,17346668,77019467,23020037
TX,2005-05,21428712,87711947,30375529
TX,2005-06,24238507,93485399,32864707
TX,2005-07,25561984,95050667,33894140
TX,2005-08,25973569,94296349,34881987
TX,2005-09,23512033,90439640,31404895
TX,2005-10,20377692,87515609,26983035
TX,2005-11,19342490,85899014,27830664
TX,2005-12,20769389,97427142,29456808
TX,2006-01,19581214,93550909,26813227
TX,2006-02,17494301,83737613,23328143
TX,2006-03,17932524,79512805,23695039
TX,2006-04,18677601,69092290,24734495
TX,2006-05,21912019,82531820,28560693
TX,2006-06,23954361,88100929,31846316
TX,2006-07,26287122,96569738,35119524
TX,2006-08,27269665,97279113,36153929
TX,2006-09,22604364,92855428,29680652
TX,2006-10,21006799,87347665,28023371
TX,2006-11,18269019,79902007,25722874
TX,2006-12,20120041,89567985,26929745
TX,2007-01,22024339,90649095,28686435
TX,2007-02,18322981,76031505,22733578
TX,2007-03,18244940,76838970,21085011
TX,2007-04,19093009,73072162,24718110
TX,2007-05,21254701,75172858,27317030
TX,2007-06,23457548,87062895,28518261
TX,2007-07,24818626,89683451,30110233
TX,2007-08,26658087,92936502,33288079
TX,2007-09,23088334,86435357,27155214
TX,2007-10,21270013,82600277,26806079
TX,2007-11,19855240,80402720,25194710
TX,2007-12,21293441,86062217,26805173
TX,2008-01,22021506,87685000,27923872
TX,2008-02,18925609,76709071,22400478
TX,2008-03,18744422,68498579,22856819
TX,2008-04,20497369,71221097,23753514
TX,2008-05,23216442,79503661,26779897
TX,2008-06,25855123,83780997,30549628
TX,2008-07,27422049,93407453,32992732
TX,2008-08,27076290,94548648,32870972
TX,2008-09,21945516,84595852,26980074
TX,2008-10,20673511,77631635,24239503
TX,2008-11,17959859,71168502,23047545
TX,2008-12,19915670,79777831,25008108
TX,2009-01,19661504,78651633,24050230
TX,2009-02,15969469,68537940,18403261
TX,2009-03,16734164,63984568,18797384
TX,2009-04,15076388,57569894,17285942
TX,2009-05,20500022,70266217,24021024
TX,2009-06,23692824,80330702,28575829
TX,2009-07,25806769,87064445,31246139
TX,2009-08,25758166,85333617,30817049
TX,2009-09,20970481,77145349,24384435
TX,2009-10,19860762,77056022,23830932
TX,2009-11,17455864,74893950,21540544
TX,2009-12,20796894,79788942,26366535
TX,2010-01,21236967,80982376,25782705
TX,2010-02,18829270,69457151,22727879
TX,2010-03,17584813,67975045,21626981
TX,2010-04,17018776,63556691,18907518
TX,2010-05,21637575,73930993,23890231
TX,2010-06,25167559,84492320,27647854
TX,2010-07,26153579,90099865,29018158
TX,2010-08,28397664,87804811,32112431
TX,2010-09,23081493,81441351,25883489
TX,2010-10,19626003,74092088,22826389
TX,2010-11,18161932,71129247,21337168
TX,2010-12,20295788,78835347,23190652
TX,2011-01,22009293,81272911,25023100
TX,2011-02,18750036,64285044,21155634
TX,2011-03,18939103,62548534,21378801
TX,2011-04,20749859,63308817,22171574
TX,2011-05,22194854,70223350,24617739
TX,2011-06,26131261,78304113,28608533
TX,2011-07,29293688,84544710,32781831
TX,2011-08,30070443,87654320,33713305
TX,2011-09,24289263,77122332,26297446
TX,2011-10,20045444,67125401,21333057
TX,2011-11,17719324,60368674,18628135
TX,2011-12,20376237,56208943,20509658
TX,2012-01,18788010,48824406,18718655
TX,2012-02,17268540,46002802,17225350
TX,2012-03,17599356,46662089,16163554
TX,2012-04,17393904,45424144,16251667
TX,2012-05,21177638,52646754,20511220
TX,2012-06,24698329,60761980,24411520
TX,2012-07,26982549,62208513,27065785
TX,2012-08,27298020,64502749,27696933
TX,2012-09,23044589,63695830,22935475
TX,2012-10,20532184,63900037,21022611
TX,2012-11,19012126,60907124,23425257
TX,2012-12,19475811,62758192,23379620
TX,2013-01,20709906,60065926,26250701
TX,2013-02,17228912,53956467,21616572
TX,2013-03,18061733,55174464,19289910
TX,2013-04,18087622,47601480,16959706
TX,2013-05,20964860,57635718,20343402
TX,2013-06,25138903,65751867,24417262
TX,2013-07,27218644,77006601,26797067
TX,2013-08,28487790,77380733,28278945
TX,2013-09,24946253,67462022,25197213
TX,2013-10,20626537,54976140,20283934
TX,2013-11,18651386,50996321,18517008
TX,2013-12,22889513,63002064,22959541
TX,2014-01,21551081,55279214,21523915
TX,2014-02,19783590,54301274,19927261
TX,2014-03,19063882,55028793,17835927
TX,2014-04,18536749,44088949,16519015
TX,2014-05,21405205,56117515,20998753
TX,2014-06,23170002,61861013,22339577
TX,2014-07,27216277,75514024,25496683
TX,2014-08,27732856,75430005,25948746
TX,2014-09,24217214,68817744,22550665
TX,2014-10,20293243,48192931,18423497
TX,2014-11,18126131,46351596,16423690
TX,2014-12,19173638,45865249,17163290
TX,2015-01,20643167,42373231,18272639
TX,2015-02,17176455,36661889,14828455
TX,2015-03,16698581,36236025,13754931
TX,2015-04,16156467,31953568,12973362
TX,2015-05,19084496,35009492,16829948
TX,2015-06,24394994,53180465,21865115
TX,2015-07,27220409,56185455,25010457
TX,2015-08,27591465,57659507,25891543
TX,2015-09,23736627,51630947,21487676
TX,2015-10,19613894,46351561,16624603
TX,2015-11,16449957,38692979,14492987
TX,2015-12,17015048,34322898,14568609
TX,2016-01,18055327,35271668,15561509
TX,2016-02,14355501,24191946,11845961
TX,2016-03,13496958,22891232,11380819
TX,2016-04,15195214,24694977,12849736
TX,2016-05,19109524,32072618,15791701
TX,2016-06,24721550,50768189,22566714
TX,2016-07,27029920,57360472,24781940
TX,2016-08,26787089,54736758,24278479
TX,2016-09,24086403,53785597,21873897
TX,2016-10,21323471,49728419,19522175
TX,2016-11,17250382,37480950,14519080
TX,2016-12,20613307,48605173,19419262
TX,2017-01,19331237,42894985,17701565
TX,2017-02,14943052,31051528,12359209
TX,2017-03,15979323,32705654,12840785
TX,2017-04,17629580,37501670,15006294
TX,2017-05,20527859,43144139,18172434
TX,2017-06,24341470,49926089,22081493
TX,2017-07,13806225,28024668,12400965
TX,2017-08,13006722,28699515,11555991
TX,2017-09,10945368,25754774,10006502
TX,2017-10,9675622,24277248,8393565
TX,2017-11,9234651,25158740,8502670
TX,2017-12,10276127,24860716,9701833
TX,2018-01,10098814,21653543,10096110
TX,2018-02,7656830,13957120,6788388
TX,2018-03,7289827,12526630,6294605
